CustomerID,frequency,monetary,avg_ticket,max_ticket,std_ticket,n_products,recency_days,tenure_days,country,cluster
13361,2,1450.5,725.25,135.0,28.423208770148456,29,471,145,United Kingdom,0
13362,7,5394.07,770.5814285714285,59.400000000000006,8.09612378786591,186,8,415,United Kingdom,1
13363,3,1723.86,574.62,50.0,7.738282463966888,78,17,392,United Kingdom,1
13364,1,134.95999999999998,134.95999999999998,24.96,5.183965020458118,10,70,0,United Kingdom,0
13365,2,2225.37,1112.685,76.5,9.124294616989742,122,33,184,United Kingdom,1
13366,1,56.16,56.16,56.16,0.0,1,49,0,United Kingdom,0
13367,1,510.2000000000001,510.2000000000001,100.8,22.088194036395866,20,431,0,United Kingdom,0
13368,4,1121.5,280.375,51.0,11.327941355535412,45,256,166,United Kingdom,0
13369,1,616.5600000000001,616.5600000000001,50.0,12.32456384924327,14,365,0,United Kingdom,0
13370,1,1509.74,1509.74,39.8,6.946298947228595,39,371,0,United Kingdom,0
13371,2,2297.66,1148.83,102.0,19.30462743665952,75,504,127,United Kingdom,0
13372,1,378.64,378.64,50.0,8.9308898148715,23,89,0,United Kingdom,0
13373,6,7587.19,1264.5316666666668,123.75,14.266255525266764,292,60,672,United Kingdom,1
13374,2,422.8,211.4,68.0,17.43819495768851,17,414,34,United Kingdom,0
13375,2,1792.23,896.115,252.0,31.37833661064118,62,88,356,United Kingdom,1
13376,3,1019.76,339.92,50.0,10.131652202011548,45,98,135,United Kingdom,0
13377,2,1552.88,776.44,59.5,10.585606664942189,71,396,249,United Kingdom,0
13379,3,572.56,190.85333333333327,33.0,5.42538814192587,85,25,110,United Kingdom,0
13380,1,62.4,62.4,30.0,8.057294831393476,3,432,0,United Kingdom,0
13381,12,8224.37,685.3641666666667,102.0,15.846577151589203,154,31,706,United Kingdom,1
13382,5,1387.58,277.516,35.7,5.743455958520898,74,280,451,United Kingdom,1
13383,1,305.28000000000003,305.28000000000003,305.28000000000003,0.0,1,543,0,United Kingdom,0
13384,11,6680.83,607.3481818181818,232.0,23.650496070809584,192,30,469,United Kingdom,1
13385,1,534.57,534.57,49.9,7.62667028682016,35,329,0,United Kingdom,0
13386,2,835.46,417.73,60.0,16.486021449270485,24,413,22,United Kingdom,0
13387,1,189.44,189.44,9.95,1.883312037702367,71,416,0,United Kingdom,0
13388,3,1185.65,395.2166666666667,53.1,8.10576731256765,68,130,472,United Kingdom,1
13389,3,797.96,265.9866666666667,30.0,4.753600723991999,50,10,221,United Kingdom,0
13390,1,544.08,544.08,119.4,37.67481345980056,13,74,0,United Kingdom,0
13391,1,59.8,59.8,59.8,0.0,1,203,0,United Kingdom,0
13392,1,91.14,91.14,17.700000000000003,4.197603908353976,8,676,0,United Kingdom,0
13393,4,1131.45,282.8625,108.0,15.973752539857488,53,583,148,United Kingdom,0
13394,19,6621.7,348.5105263157895,75.60000000000001,11.682929802661253,254,1,736,United Kingdom,1
13395,3,1180.23,393.41,60.48,10.636540177352996,77,184,236,United Kingdom,0
13396,2,1360.99,680.495,118.8,21.841598015620768,42,28,290,United Kingdom,1
13397,10,3191.87,319.187,162.72,27.695461409523663,68,72,616,United Kingdom,1
13398,2,670.34,335.17,35.7,5.883078263252321,37,191,256,United Kingdom,0
13399,3,275.4,91.8,19.5,2.3620662867195605,10,463,54,United Kingdom,0
13400,1,310.83,310.83,19.5,4.180228164811273,23,582,0,United Kingdom,0
13402,4,1535.13,383.7825,53.1,9.553851257408413,55,126,437,United Kingdom,1
13403,3,229.5,76.5,45.0,11.208925015361643,9,17,705,United Kingdom,1
13404,2,252.49,126.245,63.74999999999999,14.536098701320975,11,0,211,United Kingdom,0
13405,6,1213.811,202.3018333333333,87.6,20.16935463935587,33,73,650,United Kingdom,1
13406,2,568.92,284.46,91.8,25.35664015598281,7,426,204,United Kingdom,0
13407,3,2244.7,748.2333333333332,61.2,12.334924592630568,85,578,83,United Kingdom,0
13408,106,51733.462,488.0515283018868,306.0,47.92538010951585,321,1,733,United Kingdom,1
13410,9,2201.96,244.66222222222223,306.0,49.04359575990758,25,23,707,United Kingdom,1
13411,1,213.55,213.55,34.65,9.207474673833268,17,106,0,United Kingdom,0
13412,1,487.35,487.35,30.6,7.633823465026366,33,619,0,United Kingdom,0
13413,6,429.44,71.57333333333334,120.0,22.53343859529694,38,639,47,United Kingdom,0
13414,6,2494.14,415.69,432.0,88.19906355847885,48,133,469,United Kingdom,1
13415,4,800.67,200.1675,51.0,9.851647704825828,85,472,255,United Kingdom,0
13416,3,940.8,313.6,79.2,18.531717509344723,16,43,692,United Kingdom,1
13417,6,1669.49,278.24833333333333,51.0,8.318492620692735,57,4,664,United Kingdom,1
13418,31,12233.6,394.6322580645161,250.0,24.230329463079844,328,11,716,United Kingdom,1
13419,1,221.06,221.06,25.200000000000003,7.596547351703053,16,63,0,United Kingdom,0
13420,2,159.85,79.925,38.25,10.408236350533718,8,149,20,United Kingdom,0
13421,8,4103.12,512.89,81.6,14.715848248330662,174,39,622,United Kingdom,1
13422,1,2626.3,2626.3,75.0,10.219026283737923,127,63,0,United Kingdom,0
13423,1,217.03,217.03,30.0,6.701541828474093,12,428,0,United Kingdom,0
13424,1,572.77,572.77,22.5,4.378233098420248,40,449,0,United Kingdom,0
13425,5,3403.63,680.726,88.80000000000001,14.233300789292391,124,107,471,United Kingdom,1
13426,22,8167.38,371.2445454545455,149.4,25.91965174990742,162,0,729,United Kingdom,1
13427,6,1006.53,167.755,79.2,12.715043279647864,35,18,702,United Kingdom,1
13428,3,499.98,166.66,17.700000000000003,2.8841854481466163,122,9,504,United Kingdom,1
13429,4,1006.8,251.7,51.0,8.762166469501606,55,10,64,United Kingdom,0
13430,2,679.45,339.725,51.0,8.93528322016095,48,18,67,United Kingdom,0
13431,8,3316.24,414.53,183.6,23.332008116263868,113,66,592,United Kingdom,1
13432,2,439.1,219.55,27.04,3.894213765545088,98,570,40,United Kingdom,0
13433,4,658.3199999999999,164.57999999999998,175.2,33.694691750688456,22,500,195,United Kingdom,0
13434,5,1666.86,333.372,177.60000000000002,41.47726381743995,17,73,581,United Kingdom,1
13435,9,4475.2300000000005,497.24777777777786,180.0,38.150335914961005,96,4,494,United Kingdom,1
13436,1,196.89,196.89,25.5,4.698021101775434,12,1,0,United Kingdom,0
13437,7,3408.06,486.8657142857143,102.0,12.88683298635284,143,13,175,United Kingdom,1
13438,1,46.5,46.5,46.5,0.0,1,546,0,United Kingdom,0
13439,3,986.61,328.87,27.84,4.2630507091880805,132,254,270,United Kingdom,0
13440,7,1295.25,185.03571428571428,83.4,15.048504520746553,49,422,28,United Kingdom,0
13441,2,720.9,360.45,81.12,12.133517301477884,33,91,339,United Kingdom,1
13442,3,419.87,139.95666666666668,45.95,10.509633002458871,33,666,70,United Kingdom,0
13443,6,1280.16,213.36,79.9,9.269166770666514,176,448,228,United Kingdom,0
13444,2,631.6800000000001,315.84000000000003,29.700000000000003,6.5982780022731164,51,373,131,United Kingdom,0
13445,1,241.9,241.9,81.6,25.427600302483462,7,625,0,United Kingdom,0
13446,11,3881.89,352.8990909090909,152.64,16.617743948474587,113,429,233,United Kingdom,0
13447,3,1129.14,376.38000000000005,53.55,10.470894764596052,55,22,12,United Kingdom,0
13448,13,9240.87,710.8361538461539,359.71,18.772894026734217,321,16,717,United Kingdom,1
13449,1,291.88,291.88,34.0,7.659206935263793,19,23,0,United Kingdom,0
13450,13,4120.04,316.92615384615385,103.68,19.72256620204092,57,26,576,United Kingdom,1
13451,11,7190.92,653.72,39.8,4.797938237573199,561,25,601,United Kingdom,1
13452,3,729.8,243.26666666666665,295.0,89.60476177822991,2,258,213,United Kingdom,0
13453,3,781.6899999999999,260.56333333333333,39.8,7.762650712852125,33,165,236,United Kingdom,0
13454,1,219.87,219.87,35.400000000000006,8.32310228343695,23,640,0,United Kingdom,0
13455,6,2905.93,484.32166666666666,63.75,10.32774797895563,79,24,706,United Kingdom,1
13456,6,1766.72,294.4533333333333,207.50000000000003,35.71479172309228,43,17,189,United Kingdom,0
13457,2,148.22,74.11,46.8,11.854543901437587,9,688,48,United Kingdom,0
13458,16,11959.27,747.454375,122.4,17.431055220922527,290,6,381,United Kingdom,1
13459,2,1160.41,580.2049999999999,39.6,6.021980049905611,57,624,57,United Kingdom,0
13460,2,183.44,91.72,17.0,3.426091925554967,16,28,20,United Kingdom,0
13461,6,4160.0,693.3333333333334,208.8,47.71776645365146,30,38,558,United Kingdom,1
13462,5,1153.85,230.77,39.6,6.593197640810164,64,252,473,United Kingdom,1
13464,6,3097.64,516.2733333333333,68.0,11.516734106369794,128,57,559,United Kingdom,1
13465,2,931.12,465.56,175.2,33.773226003039845,34,445,139,United Kingdom,0
13466,5,1013.35,202.67,51.0,9.143256737675246,49,183,444,United Kingdom,1
13467,2,1083.71,541.855,39.8,9.402501096008509,89,10,25,United Kingdom,0
13468,72,13390.51,185.9793055555556,163.2,10.2381876435726,290,1,734,United Kingdom,1
13469,1,82.4,82.4,19.9,3.940389151678634,6,652,0,United Kingdom,0
13470,2,165.0,82.5,16.5,0.0,7,98,15,United Kingdom,0
13471,4,2531.58,632.895,45.0,7.944928693534759,214,0,46,United Kingdom,1
13472,2,592.24,296.12,47.6,10.132214380576848,24,463,91,United Kingdom,0
13473,8,2657.76,332.22,306.0,49.15582892883773,65,60,663,United Kingdom,1
13474,3,663.79,221.2633333333333,22.95,4.417576152575573,116,235,258,United Kingdom,0
13475,4,1431.78,357.945,76.32000000000001,8.627178417180236,64,190,107,United Kingdom,0
13476,5,2061.4700000000003,412.294,125.0,15.876849093943102,86,178,466,United Kingdom,1
13477,11,2834.17,257.6518181818182,90.0,11.72839635452946,112,37,646,United Kingdom,1
13478,5,2215.78,443.15600000000006,51.0,7.416709954881527,114,468,207,United Kingdom,0
13479,4,851.37,212.8425,39.6,6.44756754799216,45,200,276,United Kingdom,0
13480,2,627.82,313.91,26.0,3.4880539161474013,40,416,262,United Kingdom,0
13481,11,3830.84,348.2581818181818,41.6,6.381139788721374,162,45,689,United Kingdom,1
13482,2,336.09,168.045,23.4,3.951402782224109,20,231,395,United Kingdom,0
13483,1,140.34,140.34,30.0,6.5758619206914615,10,65,0,United Kingdom,0
13484,3,790.72,263.5733333333333,67.5,15.14932739027934,38,240,398,United Kingdom,0
13485,11,3019.2200000000003,274.4745454545455,101.7,11.911641374801247,131,232,503,United Kingdom,1
13486,3,1122.41,374.1366666666667,39.6,5.601415391706979,69,77,76,United Kingdom,0
13487,5,846.87,169.374,35.400000000000006,5.725661971947594,31,57,677,United Kingdom,1
13488,23,15587.88,677.7339130434782,238.8,18.260787537786943,370,16,666,United Kingdom,1
13489,4,449.52,112.38,158.4,41.072152433181614,11,104,189,United Kingdom,0
13490,1,154.25,154.25,29.9,5.913660789102755,8,653,0,United Kingdom,0
13491,27,4566.56,169.13185185185188,75.0,8.72690254939619,144,51,681,United Kingdom,1
13492,3,1269.84,423.28,67.5,14.51249784264077,38,135,78,Switzerland,0
13493,2,618.63,309.315,156.6,47.671480374238726,6,274,11,Switzerland,0
13494,1,316.26000000000005,316.26000000000005,35.400000000000006,5.548250386648136,18,311,0,United Kingdom,0
13495,10,5374.26,537.426,135.0,29.67434304999353,59,7,724,United Kingdom,1
13496,2,653.33,326.665,70.80000000000001,12.164894511971529,28,10,349,United Kingdom,1
13497,6,1320.33,220.055,40.8,7.857404286768946,52,282,386,United Kingdom,0
13498,1,327.38,327.38,51.0,9.411319334591036,17,729,0,United Kingdom,0
13499,5,1159.11,231.822,102.0,17.988382366800415,31,17,252,United Kingdom,1
13500,4,1466.3,366.575,39.6,5.422054687183846,77,22,378,United Kingdom,1
13501,3,2885.11,961.7033333333334,102.0,18.92221441978613,90,287,282,Switzerland,0
13502,5,780.5,156.1,107.1,23.20331430006446,28,16,531,United Kingdom,1
13503,6,1905.39,317.565,81.2,8.360887335251217,158,70,589,United Kingdom,1
13504,1,295.93,295.93,22.5,5.43636984573043,22,63,0,United Kingdom,0
13505,4,4393.63,1098.4075,320.0,27.05671524465732,182,72,159,Switzerland,1
13506,5,1639.2,327.84000000000003,44.55,6.176709346790032,55,315,144,United Kingdom,0
13507,4,2479.16,619.79,39.6,5.936384214452393,146,2,142,United Kingdom,1
13508,2,287.05,143.525,27.25,7.396261845399626,27,243,399,United Kingdom,0
13509,8,1114.72,139.34,127.2,19.90026679136104,27,8,498,United Kingdom,1
13510,11,4558.29,414.39,40.8,5.740217947790759,176,0,717,United Kingdom,1
13511,1,282.76,282.76,130.8,45.962389733346114,5,676,0,United Kingdom,0
13512,4,713.39,178.3475,45.0,8.635906126682938,31,260,322,United Kingdom,0
13513,3,824.59,274.86333333333334,91.44,15.4443703107272,32,126,528,United Kingdom,1
13514,4,815.9000000000001,203.975,79.2,18.080061367363196,15,73,608,United Kingdom,1
13515,6,1265.82,210.97,81.6,9.182261507165045,64,72,571,United Kingdom,1
13516,4,1685.26,421.315,180.0,37.67635165153988,55,20,396,United Kingdom,1
13517,3,2128.42,709.4733333333334,35.400000000000006,4.869670655164164,125,59,120,United Kingdom,0
13518,1,659.4399999999999,659.4399999999999,35.400000000000006,5.351401140622151,36,85,0,United Kingdom,0
13519,2,343.21,171.605,29.96,5.540893640847231,19,77,364,United Kingdom,1
13520,11,6909.4,628.1272727272727,200.0,32.72880353192394,81,58,663,Switzerland,1
13521,3,1093.65,364.55,17.0,2.392881658052097,313,0,8,United Kingdom,1
13522,1,125.8,125.8,35.7,9.370325501283297,5,29,0,United Kingdom,0
13523,6,5101.52,850.2533333333334,165.0,19.691778809591195,177,32,369,United Kingdom,1
13524,5,680.1800000000001,136.036,40.8,12.082589201961715,17,40,179,United Kingdom,0
13525,2,628.78,314.39,232.0,98.95851285597752,5,14,233,United Kingdom,0
13526,2,1182.0,591.0,244.8,40.5802435085539,29,737,0,United Kingdom,0
13527,12,4683.74,390.31166666666667,35.8,6.516420912972811,266,33,653,United Kingdom,1
13529,2,307.76,153.88,50.85,12.54361560240716,15,78,125,United Kingdom,0
13530,1,402.98,402.98,35.400000000000006,7.423914106022158,18,633,0,United Kingdom,0
13531,6,1738.52,289.75333333333333,41.6,7.572435917051572,44,204,531,United Kingdom,1
13532,1,210.31,210.31,30.0,3.843936080643719,66,33,0,United Kingdom,0
13533,3,270.79,90.26333333333334,13.05,2.1821353576939826,61,182,84,United Kingdom,0
13534,35,7720.9,220.59714285714284,58.5,8.355040143898085,163,1,517,United Kingdom,1
13535,1,89.5,89.5,89.5,0.0,1,402,0,United Kingdom,0
13536,7,3448.29,492.61285714285714,89.10000000000001,16.026611569921972,91,0,74,United Kingdom,0
13537,2,717.85,358.925,39.8,7.420167941254615,38,425,26,United Kingdom,0
13538,12,3112.73,259.39416666666665,70.8,18.759956684926497,105,42,632,United Kingdom,1
13539,7,1569.36,224.1942857142857,63.5,9.93825654735751,69,85,504,United Kingdom,1
13540,3,632.39,210.79666666666665,35.7,7.993987552902979,26,466,188,United Kingdom,0
13541,2,785.25,392.625,163.2,50.78273574749593,10,426,143,United Kingdom,0
13542,17,4006.17,235.6570588235294,76.19999999999999,10.660032733306164,98,376,352,United Kingdom,0
13543,2,1439.61,719.8050000000001,81.6,24.267206266894416,37,633,52,United Kingdom,0
13544,6,829.0,138.16666666666666,25.5,2.8629415322556957,219,39,605,United Kingdom,1
13545,2,374.64,187.32,30.6,4.9651717443737855,54,390,153,United Kingdom,0
13546,5,1092.14,218.42800000000005,51.0,7.080134127289252,95,11,411,United Kingdom,1
13547,1,175.53,175.53,23.8,3.5143561789396696,44,407,0,United Kingdom,0
13548,3,908.99,302.99666666666667,54.18,5.919970187304396,169,95,375,United Kingdom,1
13549,8,1005.8,125.725,45.0,6.732534388101311,44,25,361,United Kingdom,1
13550,1,349.51,349.51,34.8,6.869242517118259,40,382,0,United Kingdom,0
13551,2,244.2,122.1,152.39999999999998,58.56185191743853,5,318,346,United Kingdom,0
13552,22,6978.92,317.2236363636364,175.2,27.269919714880697,162,65,592,United Kingdom,1
13553,1,517.8,517.8,27.9,4.451898944221783,85,674,0,United Kingdom,0
13554,7,1638.28,234.04,59.7,7.434669873376018,156,379,66,United Kingdom,0
13555,13,8999.19,692.2453846153846,229.5,25.460465807394787,264,73,615,United Kingdom,1
13556,2,200.82,100.41,45.0,11.049959275943056,8,428,6,United Kingdom,0
13557,13,3032.26,233.25076923076924,60.0,8.567984110596198,126,27,702,United Kingdom,1
13558,4,605.06,151.265,16.6,2.871058811572377,123,5,62,United Kingdom,0
13559,2,990.0,495.0,660.0,233.3452377915607,1,512,30,United Kingdom,0
13560,1,174.37,174.37,14.75,2.835004342362128,32,6,0,United Kingdom,0
13561,11,1820.72,165.52,81.6,8.271880205093847,131,215,433,United Kingdom,1
13562,8,4838.18,604.7725,170.0,15.87328151285658,88,81,612,United Kingdom,1
13563,2,777.53,388.765,165.0,28.89836795994368,49,83,55,United Kingdom,0
13564,37,17249.55,466.2040540540541,550.64,17.938779573742682,484,143,593,United Kingdom,1
13565,3,414.8,138.26666666666668,37.5,6.3581730844442585,45,18,391,United Kingdom,1
13566,5,1708.12,341.624,47.6,4.48977891814719,263,40,598,United Kingdom,1
13567,4,1083.69,270.9225,30.0,4.910827582221849,180,427,113,United Kingdom,0
13568,1,192.85,192.85,11.8,2.7759964308212552,41,172,0,United Kingdom,0
13569,4,893.78,223.445,16.95,3.0580522822760545,140,16,411,United Kingdom,1
13570,1,239.49,239.49,40.56,10.635411821616715,27,242,0,United Kingdom,0
13571,26,4546.54,174.8669230769231,76.5,5.619375240561553,263,12,718,United Kingdom,1
13572,1,1384.25,1384.25,157.92000000000002,31.11773534546342,32,205,0,United Kingdom,0
13573,6,916.47,152.745,84.5,14.284146848874254,73,49,586,United Kingdom,1
13574,1,421.25,421.25,25.5,4.276902622267414,84,410,0,United Kingdom,0
13575,5,732.0699999999999,146.414,41.6,5.52703444957269,41,22,152,United Kingdom,0
13576,28,11551.74,412.5621428571429,244.08,59.757361261780886,145,9,721,United Kingdom,1
13577,11,3489.28,317.2072727272728,99.0,12.928128308780511,102,24,699,United Kingdom,1
13578,1,147.66,147.66,61.2,22.30929626859619,9,408,0,United Kingdom,0
13579,5,1539.04,307.808,47.7,7.735940768615707,72,14,644,United Kingdom,1
13580,1,107.75,107.75,39.95,10.29575155100394,5,405,0,United Kingdom,0
13581,2,280.53000000000003,140.265,31.8,7.700927039826262,32,308,104,United Kingdom,0
13582,2,241.68,120.84,47.2,9.795555578470736,10,389,227,United Kingdom,0
13583,2,1445.031,722.5155,31.6,5.785024446253447,93,155,523,United Kingdom,1
13584,3,392.45,130.81666666666666,27.25,5.088968178343039,74,306,369,United Kingdom,0
13585,3,684.54,228.18,34.8,7.8145234092272275,29,530,207,United Kingdom,0
13586,1,131.53,131.53,19.8,5.781940274106377,20,540,0,United Kingdom,0
13587,4,1673.5,418.375,299.4,66.81267215820318,27,63,599,United Kingdom,1
13588,9,2478.95,275.43888888888887,39.6,8.101884160184808,131,15,239,United Kingdom,1
13589,6,1120.74,186.79,90.0,16.276615141130808,48,14,719,United Kingdom,1
13590,18,6349.59,352.755,113.76,14.027537614514756,255,10,726,United Kingdom,1
13591,7,2093.94,299.13428571428574,76.5,10.198196048010814,89,64,660,United Kingdom,1
13592,4,247.96,61.99,32.849999999999994,5.559059272934585,15,35,228,United Kingdom,0
13593,14,5523.6900000000005,394.54928571428576,85.0,9.928911909685713,212,107,538,United Kingdom,1
13594,2,533.32,266.66,33.0,7.499701143035533,31,52,432,United Kingdom,1
13595,3,818.22,272.74,64.5,6.115504239657034,114,516,129,United Kingdom,0
13596,2,697.04,348.52,24.9,4.863464811679346,133,5,7,United Kingdom,0
13597,2,396.71,198.355,65.4,14.39545981326384,17,399,2,United Kingdom,0
13598,5,789.59,157.918,81.6,10.68966047852575,78,46,604,United Kingdom,1
13599,33,10167.63,308.11,165.0,24.20857648576701,235,0,737,United Kingdom,1
13600,2,518.42,259.21,74.75,15.62187617553994,35,311,321,United Kingdom,0
13601,4,1185.14,296.285,29.700000000000003,5.620364534382013,160,44,501,United Kingdom,1
13602,4,1025.17,256.2925,30.6,5.949325545001834,49,64,495,United Kingdom,1
13603,1,164.34,164.34,17.9,5.017181249696655,27,25,0,United Kingdom,0
13604,1,717.62,717.62,97.5,25.974678612980355,21,658,0,United Kingdom,0
13605,2,522.67,261.335,39.0,8.570346401725736,50,386,184,United Kingdom,0
13606,3,280.54,93.51333333333332,30.6,7.525876703417268,40,28,282,United Kingdom,1
13607,2,1078.31,539.155,25.5,6.48757748922002,110,39,362,United Kingdom,1
13608,1,236.2,236.2,29.5,6.576876278850135,31,540,0,United Kingdom,0
13609,1,167.35,167.35,39.9,10.950092411003835,7,592,0,United Kingdom,0
13610,14,2175.88,155.42000000000002,51.0,4.840102782899022,309,11,691,United Kingdom,1
13611,10,3319.53,331.95300000000003,60.84,9.440222545897983,170,88,647,United Kingdom,1
13612,1,818.29,818.29,35.400000000000006,5.121420836814244,50,632,0,United Kingdom,0
13613,5,1039.85,207.97000000000003,35.7,6.297844546989703,50,452,207,United Kingdom,0
13614,6,2359.19,393.1983333333333,50.85,7.546474307459396,227,23,527,United Kingdom,1
13615,8,6272.53,784.06625,295.0,15.458094853488786,259,318,361,United Kingdom,1
13616,2,288.1,144.05,31.2,6.634250864606684,31,567,122,United Kingdom,0
13617,8,1278.75,159.84375,63.75,10.982538416127552,48,39,454,United Kingdom,1
13618,1,177.34,177.34,30.0,8.221295362404724,13,173,0,United Kingdom,0
13619,2,231.69,115.845,15.3,4.225519369921079,39,544,129,United Kingdom,0
13620,1,112.34,112.34,60.0,21.5216256356252,5,527,0,United Kingdom,0
13621,1,213.85,213.85,20.0,4.990491367948376,19,116,0,United Kingdom,0
13622,1,658.95,658.95,59.5,13.162069092753592,32,695,0,United Kingdom,0
13623,10,2566.49,256.649,109.5,12.7352743311611,211,30,706,United Kingdom,1
13624,1,462.08,462.08,60.48,13.92343161910698,22,387,0,United Kingdom,0
13625,1,301.26,301.26,30.0,5.936304044966508,21,596,0,United Kingdom,0
13626,2,707.04,353.52,51.0,7.992689339344066,44,252,126,United Kingdom,0
13627,7,2245.9,320.8428571428572,203.52,18.442764904907666,118,58,581,United Kingdom,1
13628,1,310.14,310.14,91.8,19.739428183207337,16,675,0,United Kingdom,0
13629,19,13370.86,703.7294736842106,358.0,98.3668040507602,28,22,642,United Kingdom,1
13630,7,2031.78,290.2542857142857,158.39999999999998,35.62749167000361,51,4,280,United Kingdom,1
13631,11,3070.42,279.1290909090909,850.0,278.19120494561093,6,99,167,United Kingdom,0
13632,8,3648.15,456.01875,60.48,10.619351328630604,166,24,586,United Kingdom,1
13634,16,5073.47,317.091875,59.400000000000006,9.915585657012604,269,32,664,United Kingdom,1
13635,4,2999.16,749.79,81.6,10.877988830376175,135,67,671,United Kingdom,1
13636,5,949.12,189.824,34.0,5.519100799071561,57,36,248,United Kingdom,1
13637,3,810.5,270.1666666666667,25.5,6.227736923483427,79,51,174,United Kingdom,0
13638,1,122.64,122.64,25.5,5.044793638707421,8,15,0,United Kingdom,0
13639,2,1346.27,673.135,237.6,32.354360761065266,49,73,362,United Kingdom,1
13640,1,405.0,405.0,135.0,22.5,4,610,0,United Kingdom,0
13641,5,1016.47,203.294,76.5,16.45377258545495,41,640,93,United Kingdom,0
13642,4,514.72,128.68,29.4,4.621347205332794,93,215,217,United Kingdom,0
13643,10,2156.77,215.677,70.80000000000001,11.74750925615932,71,30,700,United Kingdom,1
13644,4,2624.26,656.065,37.5,7.968597416722522,144,15,89,United Kingdom,0
13645,1,252.1,252.1,90.0,27.270350199438216,5,119,0,United Kingdom,0
13646,2,326.25,163.125,29.9,4.3402163621385785,58,399,0,United Kingdom,0
13647,8,3071.68,383.96,225.0,25.509151067025524,98,9,593,United Kingdom,1
13648,8,1764.02,220.5025,59.400000000000006,6.771784666182119,95,399,337,United Kingdom,0
13649,6,1678.88,279.81333333333333,83.4,11.591304986449494,97,256,270,United Kingdom,0
13650,10,3288.0,328.8,81.0,10.364672798215212,127,16,666,United Kingdom,1
13651,3,226.85,75.61666666666666,25.5,3.3272455855877534,14,34,346,United Kingdom,1
13652,5,2570.85,514.17,30.0,4.801181154929032,116,45,606,United Kingdom,1
13653,1,152.2,152.2,19.8,1.876961936510996,9,487,0,United Kingdom,0
13654,11,6308.0,573.4545454545455,102.0,12.297687148708176,262,42,694,United Kingdom,1
13655,6,2280.51,380.085,59.7,8.599776329224527,103,113,477,United Kingdom,1
13656,4,1078.85,269.7125,81.6,10.472810350742009,81,164,430,United Kingdom,1
13657,2,382.14,191.07,67.5,17.675820348713664,16,10,190,United Kingdom,0
13658,9,6025.5,669.5,167.0,16.86357722764301,164,9,662,United Kingdom,1
13659,12,4894.88,407.9066666666667,79.9,11.17347741838282,224,205,455,United Kingdom,1
13660,1,314.59,314.59,21.8,4.2786564736506,39,399,0,United Kingdom,0
13661,1,325.24,325.24,25.5,4.724762210014011,17,602,0,United Kingdom,0
13662,11,2250.11,204.55545454545452,35.400000000000006,5.915638750546249,126,85,572,United Kingdom,1
13663,5,2047.51,409.502,85.0,13.162901692749791,87,178,467,United Kingdom,1
13665,3,1711.66,570.5533333333333,34.0,5.841372520224673,97,385,117,United Kingdom,0
13666,5,127.9,25.58,20.4,5.684364777525858,19,59,675,United Kingdom,1
13667,1,305.02,305.02,15.8,3.205690238691526,82,148,0,United Kingdom,0
13668,35,13089.94,373.9982857142857,297.0,27.625570884670147,411,2,725,United Kingdom,1
13669,3,413.55,137.85,60.0,15.05602586458873,13,50,356,United Kingdom,1
13670,1,349.7,349.7,30.0,7.292715543609252,25,74,0,United Kingdom,0
13671,1,194.95,194.95,10.2,1.7133207471037462,61,394,0,United Kingdom,0
13672,3,419.92,139.97333333333333,54.0,11.94585425940431,13,300,429,United Kingdom,0
13673,2,396.92,198.46,49.5,7.901481947783835,47,18,13,United Kingdom,0
13674,1,240.68,240.68,22.95,2.899620285864651,14,432,0,United Kingdom,0
13675,2,486.8200000000001,243.41000000000005,35.400000000000006,7.931443500397643,25,150,133,United Kingdom,0
13676,2,243.9,121.95,52.5,16.969570239182964,13,538,80,United Kingdom,0
13677,2,556.1899999999999,278.095,29.85,6.233771752537965,98,404,115,United Kingdom,0
13678,1,232.6,232.6,19.0,4.252057541159731,16,151,0,United Kingdom,0
13679,3,281.26,93.75333333333332,23.8,4.262170683909259,44,493,241,United Kingdom,0
13680,12,11435.67,952.9725,306.0,35.21810021651491,354,0,733,United Kingdom,1
13681,4,827.83,206.9575,41.25,8.479049882195639,37,17,137,United Kingdom,0
13682,1,59.5,59.5,25.5,4.907477288111819,3,186,0,United Kingdom,0
13683,1,258.6,258.6,35.400000000000006,8.454347993784028,10,457,0,United Kingdom,0
13684,4,596.98,149.245,152.64,14.769689413297543,81,285,335,United Kingdom,0
13685,7,3119.44,445.63428571428574,1170.0,205.96804414628667,29,2,57,United Kingdom,0
13686,3,409.04,136.34666666666666,26.4,4.719607675770384,27,182,218,United Kingdom,0
13687,1,11880.84,11880.84,1653.12,291.26473326449315,45,437,0,United Kingdom,0
13688,1,375.5,375.5,92.5,15.883954167649817,5,634,0,United Kingdom,0
13689,2,1259.5,629.75,179.0,69.82139913935968,6,62,381,United Kingdom,1
13690,1,172.25,172.25,44.85,11.474013513636416,9,58,0,United Kingdom,0
13691,1,212.78,212.78,41.25,5.826868139323883,54,395,0,United Kingdom,0
13692,5,3114.4,622.88,183.6,41.42933950631877,83,24,395,United Kingdom,1
13693,9,2011.82,223.5355555555556,50.85,8.121918355400277,78,373,358,United Kingdom,0
13694,143,196482.81,1374.0056643356645,952.0,106.460970807229,896,3,731,United Kingdom,3
13695,16,2770.73,173.170625,158.39999999999998,24.78724659322301,47,30,546,United Kingdom,1
